Entity	Code	Year	"GDP per capita, PPP (constant 2017 international $)"	Population (historical estimates)
Portugal	PRT	2001	30756.02	10371815
Portugal	PRT	2002	30823.85	10430913
Portugal	PRT	2005	31076.645	10523314
Portugal	PRT	2010	31798.154	10588401
Portugal	PRT	2012	30156.701	10522085
Portugal	PRT	2013	30042.89	10464537
Puerto Rico	PRI	1990	21595.984	3543785
Puerto Rico	PRI	1991	21937.898	3578449
Puerto Rico	PRI	1992	22791.57	3612634
Puerto Rico	PRI	1993	23650.115	3645019
Puerto Rico	PRI	1994	24412.281	3675747
Puerto Rico	PRI	1995	25288.113	3704948
Puerto Rico	PRI	1996	25584.566	3732817
Puerto Rico	PRI	1997	26584.906	3759526
Puerto Rico	PRI	1998	27894.45	3785240
Puerto Rico	PRI	1999	29251.045	3810114
Puerto Rico	PRI	2000	30124.701	3827104
Puerto Rico	PRI	2001	31958.105	3832138
Puerto Rico	PRI	2002	32209.432	3830775
Puerto Rico	PRI	2003	32206.473	3825629
Puerto Rico	PRI	2004	35016.945	3817033
Puerto Rico	PRI	2005	34370.723	3805560
Puerto Rico	PRI	2006	34030.098	3791559
Puerto Rico	PRI	2007	33831.94	3775446
Puerto Rico	PRI	2008	33403.434	3757617
Puerto Rico	PRI	2009	32930.37	3738934
Puerto Rico	PRI	2010	32960.7	3717920
Puerto Rico	PRI	2012	33638.875	3657989
Puerto Rico	PRI	2013	33922.168	3615028
Puerto Rico	PRI	2014	34070.26	3560008
Puerto Rico	PRI	2016	34539.594	3432745
Puerto Rico	PRI	2017	34363.754	3366407
Puerto Rico	PRI	2018	34223.1	3319269
Puerto Rico	PRI	2019	34792.656	3292888
Puerto Rico	PRI	2020	32387.16	3271570
Qatar	QAT	2000	79400.43	645947
Qatar	QAT	2001	78498.13	678838
Qatar	QAT	2004	90782.72	777951
Qatar	QAT	2005	89448.05	848718
Qatar	QAT	2006	94361.625	1015064
Qatar	QAT	2007	91736.75	1231904
Qatar	QAT	2008	92067.81	1444287
Qatar	QAT	2009	92450.25	1610281
Qatar	QAT	2010	103902.516	1713512
Qatar	QAT	2012	110931.51	1905670
Qatar	QAT	2013	109625.63	2035509
Qatar	QAT	2019	90840.43	2807242
Qatar	QAT	2020	89019.07	2760390
Qatar	QAT	2021	92862.35	2688239
Qatar	QAT	1990		441685
Qatar	QAT	1991		456495
Qatar	QAT	1992		471299
Qatar	QAT	1993		486053
Qatar	QAT	1994		500685
Qatar	QAT	1998		581004
Qatar	QAT	1999		613312
Reunion	REU	2004		824523
Reunion	REU	2005		833664
Reunion	REU	2006		845371
Reunion	REU	2007		860608
Reunion	REU	2008		873985
Reunion	REU	2009		883116
Romania	ROU	1990	13378.491	22836234
Romania	ROU	1991	11751.875	22842488
Romania	ROU	1992	10818.865	22800964
Romania	ROU	1993	10999.229	22721662
Romania	ROU	1994	11448.344	22632776
Romania	ROU	1995	12186.608	22533138
Romania	ROU	1996	12699.362	22417872
Romania	ROU	1997	12118.4	22289540
Romania	ROU	1998	11897.019	22161240
Romania	ROU	1999	11870.827	22039006
Romania	ROU	2000	12178.754	21919882
Romania	ROU	2001	12994.325	21797588
Romania	ROU	2002	13989.154	21653530
Romania	ROU	2003	14420.295	21481322
Romania	ROU	2004	16015.051	21289292
Romania	ROU	2005	16866.492	21092264
Romania	ROU	2006	18328.932	20909406
Romania	ROU	2007	19947.31	20744226
Romania	ROU	2008	22170.281	20597516
Romania	ROU	2009	21122.297	20466318
Romania	ROU	2010	20419.188	20335212
Romania	ROU	2012	21957.15	20137112
Romania	ROU	2013	22098.33	20066550
Russia	RUS	1990	21482.748	148005696
Russia	RUS	1991	20340.133	148455408
Russia	RUS	1992	17367.64	148725600
Russia	RUS	1993	15870.605	148897280
Russia	RUS	1994	13880.465	148829120
Russia	RUS	1995	13308.205	148557456
Russia	RUS	1996	12827.116	148233408
Russia	RUS	1997	13028.208	147939968
Russia	RUS	1998	12358.152	147672720
Russia	RUS	1999	13189.794	147336384
Russia	RUS	2000	14569.937	146844848
Russia	RUS	2001	15378.09	146235520
Russia	RUS	2002	16175.098	145590144
Russia	RUS	2003	17434.809	144946720
Russia	RUS	2004	18765.52	144353648
Russia	RUS	2005	20042.814	143800048
Russia	RUS	2006	21757.465	143338672
Russia	RUS	2007	23647.266	143117680
Russia	RUS	2008	24887.854	143086544
Russia	RUS	2009	22939.693	143163648
Russia	RUS	2010	23961.22	143242592
Russia	RUS	2012	25933.293	143629360
Russia	RUS	2013	26332.396	143956864
Rwanda	RWA	2006	1196.2478	9270073
Rwanda	RWA	2007	1253.341	9523177
Rwanda	RWA	2008	1356.3651	9781999
Rwanda	RWA	2010	1467.7363	10309032
Rwanda	RWA	2012	1637.1008	10840331
Rwanda	RWA	2013	1674.0609	11101352
Saint Helena	SHN	1994		6429
Saint Helena	SHN	1995		6367
Saint Helena	SHN	1996		6312
Saint Helena	SHN	1997		6251
Saint Helena	SHN	1998		6183
Saint Helena	SHN	1999		6115
Saint Helena	SHN	2000		6048
Saint Helena	SHN	2001		5971
Saint Helena	SHN	2002		5875
Saint Helena	SHN	2003		5771
Saint Helena	SHN	2004		5664
Saint Helena	SHN	2005		5557
Saint Helena	SHN	2006		5448
Saint Helena	SHN	2007		5338
Saint Helena	SHN	2008		5282
Saint Helena	SHN	2009		5306
Saint Kitts and Nevis	KNA	1995	16421.395	42576
Saint Kitts and Nevis	KNA	1996	17160.268	43120
Saint Kitts and Nevis	KNA	1997	18096.553	43681
Saint Kitts and Nevis	KNA	1998	17774.762	44256
Saint Kitts and Nevis	KNA	1999	18103.55	44852
Saint Kitts and Nevis	KNA	2000	19642.953	45492
Saint Kitts and Nevis	KNA	2001	20438.85	46013
Saint Kitts and Nevis	KNA	2002	20593.898	46288
Saint Kitts and Nevis	KNA	2003	19712.701	46456
Saint Kitts and Nevis	KNA	2004	20434.912	46602
Saint Kitts and Nevis	KNA	2005	22354.219	46752
Saint Kitts and Nevis	KNA	2006	22985.166	46900
Saint Kitts and Nevis	KNA	2007	23053.867	47038
Saint Kitts and Nevis	KNA	2008	25554.312	47180
Saint Kitts and Nevis	KNA	2009	24622.873	47310
Saint Kitts and Nevis	KNA	2010	24572.832	47429
Saint Kitts and Nevis	KNA	2011	24876.697	47605
Saint Kitts and Nevis	KNA	2012	24672.4	47754
Saint Kitts and Nevis	KNA	2016	29329.479	47814
Saint Kitts and Nevis	KNA	2017	29333.393	47811
Saint Kitts and Nevis	KNA	2018	29950.494	47787
Saint Kitts and Nevis	KNA	2019	31194.736	47739
Saint Kitts and Nevis	KNA	2020	26700.668	47666
Saint Kitts and Nevis	KNA	2021	26485.816	47631
Saint Lucia	LCA	1990	11419.1	142315
Saint Lucia	LCA	1991	11305.722	144287
Saint Lucia	LCA	1992	12025.494	146433
Saint Lucia	LCA	1993	11918.582	148610
Saint Lucia	LCA	1994	11950.989	150574
Saint Lucia	LCA	1995	12017.287	152368
Saint Lucia	LCA	1996	12238.286	153982
Saint Lucia	LCA	1997	12037.239	155472
Saint Lucia	LCA	1998	12679.684	156872
Saint Lucia	LCA	1999	12903.06	158272
Saint Lucia	LCA	2000	12808.665	159513
Saint Lucia	LCA	2001	12287.856	160611
Saint Lucia	LCA	2002	12247.134	161814
Saint Lucia	LCA	2003	12671.687	163060
Saint Lucia	LCA	2004	13493.938	164252
Saint Lucia	LCA	2005	13345.372	165394
Saint Lucia	LCA	2006	14079.867	166476
Saint Lucia	LCA	2007	14228.471	167524
Saint Lucia	LCA	2008	14838.965	168584
Saint Lucia	LCA	2009	14324.693	169694
Saint Lucia	LCA	2010	14448.265	170950
Saint Lucia	LCA	2011	15133.397	172157
Saint Lucia	LCA	2012	15017.746	173139
Saint Lucia	LCA	2013	14469.648	173992
Saint Lucia	LCA	2014	14605.221	174814
Saint Lucia	LCA	2015	14339.109	175638
Saint Lucia	LCA	2016	14810.637	176429
Saint Lucia	LCA	2017	15247.459	177175
Saint Lucia	LCA	2018	15622.778	177894
Saint Lucia	LCA	2019	15460.801	178594
Saint Lucia	LCA	2020	11651.167	179245
Saint Lucia	LCA	2021	13045.955	179663
Saint Martin (French part)	MAF	2011		36370
Saint Martin (French part)	MAF	2012		36052
Saint Martin (French part)	MAF	2013		35664
Saint Martin (French part)	MAF	2014		35280
Saint Martin (French part)	MAF	2015		35042
Saint Martin (French part)	MAF	2016		34833
Saint Pierre and Miquelon	SPM	2006		6105
Saint Pierre and Miquelon	SPM	2007		6090
Saint Pierre and Miquelon	SPM	2008		6085
Saint Pierre and Miquelon	SPM	2009		6077
Saint Vincent and the Grenadines	VCT	1990	6499.7764	112507
Saint Vincent and the Grenadines	VCT	1991	6556.5083	112802
Saint Vincent and the Grenadines	VCT	1992	6947.45	113235
Saint Vincent and the Grenadines	VCT	1993	7217.3335	113639
Saint Vincent and the Grenadines	VCT	1994	7107.0845	113965
Saint Vincent and the Grenadines	VCT	1995	7643.6377	114187
Saint Vincent and the Grenadines	VCT	1996	7734.223	114301
Saint Vincent and the Grenadines	VCT	1997	8006.3003	114290
Saint Vincent and the Grenadines	VCT	1998	8341.876	114177
Saint Vincent and the Grenadines	VCT	1999	8580.744	114009
Saint Vincent and the Grenadines	VCT	2000	8735.332	113832
Saint Vincent and the Grenadines	VCT	2001	8901.498	113653
Saint Vincent and the Grenadines	VCT	2002	9392.814	113466
Saint Vincent and the Grenadines	VCT	2003	10051.62	113119
Saint Vincent and the Grenadines	VCT	2004	10511.682	112621
Saint Vincent and the Grenadines	VCT	2005	10827.598	112056
Saint Vincent and the Grenadines	VCT	2006	11649.242	111443
Saint Vincent and the Grenadines	VCT	2007	12101.834	110836
Saint Vincent and the Grenadines	VCT	2008	12206.757	110333
Saint Vincent and the Grenadines	VCT	2009	12090.693	109852
Saint Vincent and the Grenadines	VCT	2010	11606.397	109324
Saint Vincent and the Grenadines	VCT	2016	13356.81	105971
Saint Vincent and the Grenadines	VCT	2017	13633.048	105568
Saint Vincent and the Grenadines	VCT	2018	14084.938	105297
Saint Vincent and the Grenadines	VCT	2019	14189.96	104940
Saint Vincent and the Grenadines	VCT	2020	13473.595	104644
Saint Vincent and the Grenadines	VCT	2021	13695.039	104340
Samoa	WSM	2009	5515.477	193189
Samoa	WSM	2010	5808.3037	194686
Samoa	WSM	2013	5659.8516	199952
Samoa	WSM	2017	6238.796	207642
Samoa	WSM	2018	6139.523	209715
San Marino	SMR	1997	66407.516	25618
San Marino	SMR	1998	70264.445	26020
San Marino	SMR	1999	75441.836	26427
San Marino	SMR	2000	75881.85	26845
San Marino	SMR	2001	78614.2	27358
San Marino	SMR	2002	77070.98	27994
San Marino	SMR	2003	78286.9	28627
San Marino	SMR	2004	80463.9	29123
San Marino	SMR	2005	81256.14	29530
San Marino	SMR	2006	83098.25	29983
San Marino	SMR	2007	87795.664	30395
San Marino	SMR	2008	86422.55	30729
San Marino	SMR	2009	76607.086	31080
San Marino	SMR	2010	71156.1	31631
San Marino	SMR	2011	63458.816	32518
San Marino	SMR	1995		24906
San Marino	SMR	1996		25258
Sao Tome and Principe	STP	2006	3037.7756	165739
Sao Tome and Principe	STP	2007	3072.0234	169859
Sao Tome and Principe	STP	2008	3185.3728	174019
Sao Tome and Principe	STP	2009	3187.1223	178145
Sao Tome and Principe	STP	2010	3324.9163	182154
Sao Tome and Principe	STP	2011	3398.276	186058
Sao Tome and Principe	STP	1990		120355
Sao Tome and Principe	STP	1991		123101
Sao Tome and Principe	STP	1992		125663
Sao Tome and Principe	STP	1993		128195
Sao Tome and Principe	STP	1994		130679
Saudi Arabia	SAU	1999	39066.926	21009664
Saudi Arabia	SAU	2000	40234.816	21547398
Saudi Arabia	SAU	2001	38778.477	22085932
Saudi Arabia	SAU	2002	36789.92	22623412
Saudi Arabia	SAU	2003	39993.477	23150850
Saudi Arabia	SAU	2004	42243.97	23661804
Saudi Arabia	SAU	2005	43253.484	24397652
Saudi Arabia	SAU	2006	42733.887	25382870
Saudi Arabia	SAU	2007	41846.28	26400066
Serbia	SRB	2000	8902.2	7935023
Serbia	SRB	2001	9530.937	7917792
Serbia	SRB	2002	10148.3955	7904272
Serbia	SRB	2003	10616.243	7887466
Serbia	SRB	2004	11601.737	7863399
Serbia	SRB	2005	12280.192	7830944
Serbia	SRB	2006	12958.291	7794792
Serbia	SRB	2007	13848.781	7758181
Serbia	SRB	2008	14694.432	7722801
Serbia	SRB	2009	14350.445	7688037
Serbia	SRB	2010	14513.582	7653749
Serbia	SRB	2012	14896.884	7591357
Serbia	SRB	2013	15402.562	7566674
Seychelles	SYC	2004	17188.348	84733
Seychelles	SYC	2006	19983.76	87110
Seychelles	SYC	2007	21953.99	88339
Seychelles	SYC	2008	21007.58	89660
Seychelles	SYC	2009	20694.004	91046
Seychelles	SYC	2010	21322.54	92424
Seychelles	SYC	2011	23617.03	93842
Seychelles	SYC	2012	23681.348	95319
Seychelles	SYC	2013	24647.078	96730
Seychelles	SYC	2014	25359.846	98016
Seychelles	SYC	2015	26198.72	99260
Seychelles	SYC	2016	27234.414	100521
Seychelles	SYC	2017	28116.71	101828
Seychelles	SYC	2018	28740.55	103120
Seychelles	SYC	2019	29369.53	104386
Seychelles	SYC	2020	26879.77	105545
Seychelles	SYC	2021	28760.516	106486
Sierra Leone	SLE	2004	1209.0588	5533329
Sierra Leone	SLE	2005	1230.1787	5683338
Sierra Leone	SLE	2006	1254.2368	5809778
Sierra Leone	SLE	2007	1325.7787	5939169
Sierra Leone	SLE	2008	1362.5461	6090861
Sierra Leone	SLE	2009	1368.0308	6259845
Sierra Leone	SLE	2010	1401.5741	6436699
Sierra Leone	SLE	2012	1627.34	6788594
Singapore	SGP	1990	37289.75	3022218
Singapore	SGP	1991	38667.75	3120627
Singapore	SGP	1992	40014.824	3228234
Singapore	SGP	1993	43486.234	3334134
Singapore	SGP	1994	46819.523	3438616
Singapore	SGP	1995	48677.586	3543878
Singapore	SGP	1996	50230.883	3651905
Singapore	SGP	1997	52611.79	3760649
Singapore	SGP	1998	49740.246	3866296
Singapore	SGP	1999	52166.023	3966485
Singapore	SGP	2000	55904.234	4053602
Singapore	SGP	2001	53833.727	4121341
Singapore	SGP	2002	55437.56	4176799
Singapore	SGP	2003	58819.957	4226417
Singapore	SGP	2004	63862.125	4270407
Singapore	SGP	2006	70756.445	4486581
Singapore	SGP	2007	73992.125	4663262
Singapore	SGP	2008	71464.93	4838404
Singapore	SGP	2009	69430.484	5010707
Singapore	SGP	2010	78115.21	5163585
Singapore	SGP	2012	82805.62	5381003
Singapore	SGP	2013	85400.73	5478063
Slovakia	SVK	1993	11840.4795	5321863
Slovakia	SVK	1994	12525.788	5338814
Slovakia	SVK	1995	13218.992	5349999
Slovakia	SVK	1996	14064.274	5358288
Slovakia	SVK	1997	14870.22	5365829
Slovakia	SVK	1998	15455.602	5371086
Slovakia	SVK	1999	15423.483	5374617
Slovakia	SVK	2000	15624.54	5376700
Slovakia	SVK	2001	16162.48	5376457
Slovakia	SVK	2002	16897.46	5375206
Slovakia	SVK	2003	17838.404	5374381
Slovakia	SVK	2004	18783.896	5374932
Slovakia	SVK	2005	20026.076	5376251
Slovakia	SVK	2006	21725.926	5377239
Slovakia	SVK	2007	24072.26	5378381
Slovakia	SVK	2008	25392.477	5381641
Slovakia	SVK	2009	23975.21	5388934
Slovakia	SVK	2010	25561.707	5396428
Slovakia	SVK	2012	26511.27	5409283
Slovakia	SVK	2013	26650.363	5414744
Slovakia	SVK	1990		5261310
Slovakia	SVK	1991		5280230
Slovenia	SVN	1995	21480.328	1991115
Slovenia	SVN	1996	22182.21	1990671
Slovenia	SVN	1997	23333.719	1989831
Slovenia	SVN	1998	24151.54	1988287
Slovenia	SVN	1999	25421.295	1986263
Slovenia	SVN	2000	26276.945	1984339
Slovenia	SVN	2001	27079.475	1982489
Slovenia	SVN	2002	27994.062	1983769
Slovenia	SVN	2003	28805.385	1989413
Slovenia	SVN	2004	30041.814	1996731
Slovenia	SVN	2005	31128.83	2004780
Slovenia	SVN	2006	32812.74	2013577
Slovenia	SVN	2007	34907.367	2023230
Slovenia	SVN	2008	36075.47	2034037
Slovenia	SVN	2009	33052.227	2045578
Slovenia	SVN	2010	33350.613	2057294
Slovenia	SVN	2012	32613.49	2069365
Slovenia	SVN	2013	32234.025	2072374
Slovenia	SVN	1990		1986030
Slovenia	SVN	1991		1989799
Slovenia	SVN	1992		1991344
Slovenia	SVN	1993		1991685
Slovenia	SVN	1994		1991454
Solomon Islands	SLB	2004	1988.2505	471796
Solomon Islands	SLB	2005	2087.201	482496
Solomon Islands	SLB	2006	2125.3667	493438
Solomon Islands	SLB	2007	2153.8816	504624
Solomon Islands	SLB	2008	2237.5132	516010
South Africa	ZAF	1994	9692.536	43267980
South Africa	ZAF	1995	9829.862	43986088
South Africa	ZAF	1996	10097.474	44661608
South Africa	ZAF	1997	10217.38	45285052
South Africa	ZAF	1998	10141.463	45852172
South Africa	ZAF	1999	10270.063	46364680
South Africa	ZAF	2000	10598.86	46813272
South Africa	ZAF	2001	10789.051	47229712
South Africa	ZAF	2002	11086.924	47661516
South Africa	ZAF	2003	11308.883	48104044
South Africa	ZAF	2004	11713.88	48556064
South Africa	ZAF	2005	12216.027	49017156
South Africa	ZAF	2006	12776.878	49491764
South Africa	ZAF	2007	13325.982	49996096
South Africa	ZAF	2008	13596.288	50565816
South Africa	ZAF	2009	13228.895	51170780
South Africa	ZAF	2010	13469.361	51784928
South Africa	ZAF	2012	13864.971	53145036
South Africa	ZAF	2013	14017.411	53873608
South Korea	KOR	1990	12656.396	44120040
South Korea	KOR	1991	13882.421	44487412
South Korea	KOR	1992	14590.533	44703708
South Korea	KOR	1993	15436.388	44932856
South Korea	KOR	1994	16698.275	45165784
South Korea	KOR	1995	18120.494	45393416
South Korea	KOR	1996	19364.941	45660164
South Korea	KOR	1997	20367.975	45962392
South Korea	KOR	1998	19184.225	46250260
South Korea	KOR	1999	21232.61	46520448
South Korea	KOR	2000	22963.639	46788588
South Korea	KOR	2001	23893.896	47064784
South Korea	KOR	2002	25591.398	47320664
South Korea	KOR	2003	26260.37	47539740
South Korea	KOR	2004	27515.951	47727288
South Korea	KOR	2005	28640.707	47889576
South Korea	KOR	2006	29990.521	48049348
South Korea	KOR	2007	31569.932	48220600
South Korea	KOR	2008	32275.125	48398632
South Korea	KOR	2009	32363.969	48588024
South Korea	KOR	2010	34394.492	48813036
South Korea	KOR	2012	36049.195	49634188
South Korea	KOR	2013	37021.133	50098228
South Sudan	SSD	2012		10701605
Spain	ESP	1990	27528.414	38889888
Spain	ESP	1991	28157.527	38997064
Spain	ESP	1992	28280.326	39202248
Spain	ESP	1993	27843.86	39420540
Spain	ESP	1994	28372.031	39623732
Spain	ESP	1995	29025.994	39814568
Spain	ESP	1996	29674.393	39996476
Spain	ESP	1997	30644.379	40180048
Spain	ESP	1998	31858.5	40362356
Spain	ESP	1999	33154.465	40542232
Spain	ESP	2000	34738.06	40741652
Spain	ESP	2001	35854.586	40966448
Spain	ESP	2002	36317.1	41477652
Spain	ESP	2003	36729.77	42230268
Spain	ESP	2004	37228.797	42959672
Spain	ESP	2005	37942.008	43685372
Spain	ESP	2006	38836.594	44422824
Spain	ESP	2007	39498.59	45245784
Spain	ESP	2008	39218.293	45966544
Spain	ESP	2009	37409.645	46367772
Spain	ESP	2010	37298.47	46572776
Spain	ESP	2012	35749.51	46756084
Spain	ESP	2013	35363.51	46603460
Sri Lanka	LKA	1990	4011.6562	17204098
Sri Lanka	LKA	1995	4955.054	18177570
Sri Lanka	LKA	1996	5108.5166	18322504
Sri Lanka	LKA	1997	5405.2476	18449120
Sri Lanka	LKA	1999	5841.737	18670408
Sri Lanka	LKA	2005	7182.9883	19673866
Sri Lanka	LKA	2006	7674.5137	19870706
Sri Lanka	LKA	2008	8558.664	20285640
Sri Lanka	LKA	2009	8800.107	20482484
Sri Lanka	LKA	2010	9440.672	20668556
Sri Lanka	LKA	2012	11055.634	21017150
Sri Lanka	LKA	2013	11414.167	21131762
Suriname	SUR	2000	12848.606	479011
Suriname	SUR	2001	13157.618	487402
Suriname	SUR	2002	13300.3	495678
Suriname	SUR	2003	13910.506	503786
Suriname	SUR	2004	14892.122	510588
Suriname	SUR	2005	15391.999	516228
Suriname	SUR	2006	16102.726	522035
Suriname	SUR	2007	16735.924	527958
Suriname	SUR	2008	17233.766	533939
Suriname	SUR	2013	19778.307	563952
Suriname	SUR	2016	17662.682	581462
Suriname	SUR	2017	17753.06	587566
Suriname	SUR	2018	18438.346	593729
Suriname	SUR	2019	18449.2	600305
Suriname	SUR	2020	15329.179	607068
Suriname	SUR	2021	14766.748	612989
Sweden	SWE	1990	34156.82	8548407
Sweden	SWE	1991	33536.016	8594170
Sweden	SWE	1992	32953.617	8640277
Sweden	SWE	1993	32086.012	8683403
Sweden	SWE	1994	33110.824	8723467
Sweden	SWE	1995	34233.703	8758496
Sweden	SWE	1996	34719.11	8785493
Sweden	SWE	1997	35764.684	8807868
Sweden	SWE	1998	37286.094	8828629
Sweden	SWE	1999	38839.426	8848881
Sweden	SWE	2000	40625.363	8871042
Sweden	SWE	2001	41103.727	8896748
Sweden	SWE	2002	41870.258	8926011
Sweden	SWE	2003	42678.285	8961506
Sweden	SWE	2004	44354.39	9004263
Sweden	SWE	2005	45440.297	9051739
Sweden	SWE	2006	47292.312	9104724
Sweden	SWE	2007	48557.383	9164274
Sweden	SWE	2008	47963.492	9229282
Sweden	SWE	2009	45492.77	9301413
Sweden	SWE	2010	47791.37	9381722
Sweden	SWE	2012	48300.844	9555984
Sweden	SWE	2013	48462.16	9648935
Switzerland	CHE	1990	56982.46	6711685
Switzerland	CHE	1991	55759.34	6795392
Switzerland	CHE	1992	55123.84	6873188
Switzerland	CHE	1993	54555.277	6936123
Switzerland	CHE	1994	54809.336	6991543
Switzerland	CHE	1995	54706.1	7038302
Switzerland	CHE	1996	54721.715	7069694
Switzerland	CHE	1997	55824.51	7086993
Switzerland	CHE	1998	57345.332	7108225
Switzerland	CHE	1999	58021.438	7142199
Switzerland	CHE	2000	59980.332	7182052
Switzerland	CHE	2001	60541.117	7224413
Switzerland	CHE	2002	60040.88	7276479
Switzerland	CHE	2009	64726.37	7734402
Switzerland	CHE	2010	66133.29	7822444
Switzerland	CHE	2012	66661.49	7995738
Switzerland	CHE	2013	67080.37	8088370
Syria	SYR	1997		15104000
Syria	SYR	1998		15500556
Syria	SYR	1999		15901207
Syria	SYR	2000		16307659
Syria	SYR	2001		16727949
Syria	SYR	2002		17164026
Syria	SYR	2003		17611356
Syria	SYR	2004		18084010
Syria	SYR	2005		18583556
Syria	SYR	2006		19432012
Syria	SYR	2007		20703000
Syria	SYR	2008		21474060
Syria	SYR	2009		21827222
Syria	SYR	2010		22337558
Tajikistan	TJK	1990	3990.9006	5417862
Tajikistan	TJK	1991	3615.166	5556315
Tajikistan	TJK	1992	2521.4326	5656216
Tajikistan	TJK	1993	2085.209	5717815
Tajikistan	TJK	1994	1616.6906	5803992
Tajikistan	TJK	1995	1389.1083	5916183
Tajikistan	TJK	1996	1134.231	6035605
Tajikistan	TJK	1997	1137.9338	6117066
Tajikistan	TJK	1998	1190.6562	6156815
Tajikistan	TJK	1999	1228.1702	6189567
Tajikistan	TJK	2000	1312.7123	6273001
Tajikistan	TJK	2001	1407.9976	6408813
Tajikistan	TJK	2002	1528.3569	6541758
Tajikistan	TJK	2003	1663.2363	6672497
Tajikistan	TJK	2004	1799.831	6801206
Tajikistan	TJK	2005	1884.9607	6929153
Tajikistan	TJK	2006	1980.2498	7057425
Tajikistan	TJK	2007	2095.8145	7188397
Tajikistan	TJK	2008	2219.3225	7324633
Tajikistan	TJK	2009	2261.4268	7468603
Tajikistan	TJK	2010	2360.015	7621785
Tanzania	TZA	1995	1255.4391	30560072
Tanzania	TZA	1996	1288.1033	31140730
Tanzania	TZA	1997	1306.5352	31785852
Tanzania	TZA	2003	1532.7595	37333916
Tanzania	TZA	2004	1603.7461	38360884
Tanzania	TZA	2010	1972.9811	45110532
Tanzania	TZA	2012	2095.8745	47786136
Tanzania	TZA	2013	2171.4421	49253648
Thailand	THA	1990	7273.059	55228408
Thailand	THA	1991	7772.858	56099872
Thailand	THA	1992	8277.354	56939020
Thailand	THA	1993	8830.575	57776080
Thailand	THA	1994	9401.065	58610012
Thailand	THA	1995	10025.088	59424836
Thailand	THA	1996	10453.39	60211100
Thailand	THA	1997	10035.87	60989104
Thailand	THA	1998	9156.215	61745216
Thailand	THA	1999	9467.921	62442652
Thailand	THA	2000	9791.8955	63066604
Thailand	THA	2001	10036.329	63649892
Thailand	THA	2002	10558.468	64222576
Thailand	THA	2003	11220.684	64776960
Thailand	THA	2004	11828.839	65311164
Thailand	THA	2005	12228.661	65821360
Thailand	THA	2006	12739.737	66319528
Thailand	THA	2007	13330.209	66826752
Thailand	THA	2008	13459.246	67328240
Thailand	THA	2009	13270.617	67813656
Thailand	THA	2010	14172.218	68270488
Tonga	TON	1995	4465.193	99995
Tonga	TON	1996	4535.9224	100209
Tonga	TON	1997	4570.298	100670
Tonga	TON	2000	4806.1133	102620
Tonga	TON	2001	4956.9653	103224
Tonga	TON	2002	5167.539	103822
Tonga	TON	2003	5256.1235	104426
Tonga	TON	2004	5098.8433	105054
Tonga	TON	2005	5074.135	105644
Tonga	TON	2006	5040.017	106202
Tonga	TON	2007	5032.449	106651
Tonga	TON	2008	5257.0054	106945
Tonga	TON	2009	4973.827	107159
Tonga	TON	2010	5002.6323	107401
Tonga	TON	2011	5332.404	107625
Tonga	TON	2012	5381.746	107517
Tonga	TON	2018	6287.882	105167
Tonga	TON	2019	6344.3115	104965
Trinidad and Tobago	TTO	2000	16190.903	1332203
Trinidad and Tobago	TTO	2001	16785.639	1338576
Trinidad and Tobago	TTO	2002	18018.297	1345970
Trinidad and Tobago	TTO	2003	20504.78	1353552
Trinidad and Tobago	TTO	2004	22010.941	1361180
Trinidad and Tobago	TTO	2005	23242.639	1369078
Trinidad and Tobago	TTO	2006	26162.645	1376932
Trinidad and Tobago	TTO	2007	27249.299	1384861
Trinidad and Tobago	TTO	2008	28012.873	1392808
Trinidad and Tobago	TTO	2009	26622.293	1401197
Trinidad and Tobago	TTO	2010	27329.424	1410297
Trinidad and Tobago	TTO	2012	28642.336	1430379
Trinidad and Tobago	TTO	2013	29529.576	1440731
Trinidad and Tobago	TTO	2020	23391.316	1518142
Trinidad and Tobago	TTO	2021	23037.143	1525671
Tunisia	TUN	2004	8628.278	10292230
Tunisia	TUN	2005	8846.49	10388349
Tunisia	TUN	2006	9225.85	10483560
Tunisia	TUN	2007	9754.755	10580399
Tunisia	TUN	2008	10072.95	10680381
Tunisia	TUN	2009	10279.302	10784499
Tunisia	TUN	2010	10477.304	10895063
Tunisia	TUN	2012	10428.271	11174384
Turkey	TUR	2003	15488.11	66867324
Turkey	TUR	2004	16775.08	67785080
Turkey	TUR	2005	18038.812	68704712
Turkey	TUR	2006	19043.623	69601328
Turkey	TUR	2007	19757.82	70468864
Turkey	TUR	2008	19680.94	71320728
Turkey	TUR	2010	19790.068	73195352
Turkey	TUR	2012	22422.537	75277440
Turkmenistan	TKM	1990	7137.6035	3720287
Turkmenistan	TKM	1991	6628.0586	3821784
Turkmenistan	TKM	1992	5485.9746	3926374
Turkmenistan	TKM	1993	5422.7925	4031701
Turkmenistan	TKM	1994	4374.6963	4133044
Turkmenistan	TKM	1995	3969.826	4226625
Turkmenistan	TKM	1996	4162.4644	4301092
Turkmenistan	TKM	1997	3635.0552	4363678
Turkmenistan	TKM	1998	3833.5413	4431523
Turkmenistan	TKM	1999	4397.0547	4501087
Turkmenistan	TKM	2000	4568.4604	4569135
Turkmenistan	TKM	2001	4699.07	4635100
Turkmenistan	TKM	2002	4647.115	4698972
