Entity	Code	Year	"GDP per capita, PPP (constant 2017 international $)"	Population (historical estimates)	"Homicide rate per 100,000 population - Both sexes - All ages"
Liberia	LBR	2011	1475.8392	4181148	3.8506157
Liberia	LBR	2012	1538.4072	4331749	3.1165302
Liechtenstein	LIE	1994		30468	0
Liechtenstein	LIE	1995		30910	0
Liechtenstein	LIE	1996		31361	0
Liechtenstein	LIE	1997		31795	0
Liechtenstein	LIE	1998		32210	0
Liechtenstein	LIE	1999		32639	3.066074
Liechtenstein	LIE	2000		33054	0
Liechtenstein	LIE	2001		33402	0
Liechtenstein	LIE	2002		33718	0
Liechtenstein	LIE	2003		34023	0
Liechtenstein	LIE	2004		34326	2.915452
Liechtenstein	LIE	2007		35180	0
Liechtenstein	LIE	2008		35425	2.8248188
Liechtenstein	LIE	2009		35699	0
Liechtenstein	LIE	2010		35948	2.7834995
Liechtenstein	LIE	2011		36213	0
Liechtenstein	LIE	2012		36526	0
Liechtenstein	LIE	2013		36836	0
Liechtenstein	LIE	2014		37120	2.695672
Liechtenstein	LIE	2015		37378	0
Liechtenstein	LIE	2016		37630	0
Liechtenstein	LIE	2017		37916	2.6393232
Liechtenstein	LIE	2018		38205	2.6191037
Liechtenstein	LIE	2019		38500	2.5986176
Liechtenstein	LIE	2020		38783	2.5802457
Liechtenstein	LIE	2021		39058	5.1230164
Lithuania	LTU	1990		3785851	4.7545505
Lithuania	LTU	1991		3793430	5.6413393
Lithuania	LTU	1992		3795748	7.0078535
Lithuania	LTU	1993		3788532	10.980519
Lithuania	LTU	1994		3770461	12.332725
Lithuania	LTU	1995	10640.36	3747269	13.396428
Lithuania	LTU	1996	11274.64	3722023	10.881183
Lithuania	LTU	1997	12302.102	3694897	10.582167
Lithuania	LTU	1998	13317.908	3665514	8.484493
Lithuania	LTU	1999	13259.617	3633949	8.503158
Lithuania	LTU	2000	13846.684	3599639	10.278815
Lithuania	LTU	2001	14872.379	3560145	9.915335
Lithuania	LTU	2002	16004.438	3515799	8.33381
Lithuania	LTU	2004	19226.469	3422593	10.021647
Lithuania	LTU	2005	21053.186	3373536	11.027016
Lithuania	LTU	2006	22977.996	3322937	8.667046
Lithuania	LTU	2007	25835.367	3272416	8.46469
Lithuania	LTU	2008	26784.88	3224384	9.242094
Lithuania	LTU	2009	23065.062	3180482	7.9233346
Lithuania	LTU	2010	23942.76	3139021	6.976703
Lithuania	LTU	2011	25968.584	3099800	6.806896
Lithuania	LTU	2012	27330.896	3063340	6.5941076
Lithuania	LTU	2013	28589.027	3028191	6.5385604
Lithuania	LTU	2014	29855.832	2994928	5.3089767
Lithuania	LTU	2015	30748.197	2963764	5.80343
Lithuania	LTU	2016	31925.803	2933676	5.2153044
Lithuania	LTU	2017	33761.87	2904452	3.4429927
Lithuania	LTU	2018	35446.707	2876128	3.1987455
Lithuania	LTU	2019	37184.453	2849083	3.299307
Lithuania	LTU	2020	37166.41	2820269	3.5812218
Lithuania	LTU	2021	39305.613	2786652	2.5837471
Luxembourg	LUX	1994	80365.23	402049	1.4923759
Luxembourg	LUX	1995	80379.125	407639	0.4906344
Luxembourg	LUX	1996	80401.03	413202	0.9680507
Luxembourg	LUX	1997	83702.81	418413	0.9559967
Luxembourg	LUX	1998	88185.8	423579	0.94434613
Luxembourg	LUX	1999	94115.38	429352	1.3974662
Luxembourg	LUX	2000	99301.52	435634	0.9182146
Luxembourg	LUX	2001	101143.15	441254	2.0396624
Luxembourg	LUX	2002	103317.33	445920	1.3455554
Luxembourg	LUX	2003	104743	451351	0.66467047
Luxembourg	LUX	2004	107634.836	457798	0.43688297
Luxembourg	LUX	2005	108632.36	464868	0.86047506
Luxembourg	LUX	2006	113346.04	472402	1.4817841
Luxembourg	LUX	2007	120647.82	479877	1.458733
Luxembourg	LUX	2008	118154.664	488643	1.6372122
Luxembourg	LUX	2009	112230.08	497876	1.0042822
Luxembourg	LUX	2010	114343.984	507075	1.9721162
Luxembourg	LUX	2011	112998.39	518207	0.7718938
Luxembourg	LUX	2012	112137.13	530596	0
Luxembourg	LUX	2013	113050.664	543068	0.18413985
Luxembourg	LUX	2014	113313.58	556075	0.71933454
Luxembourg	LUX	2015	113182.73	569415	0.87810576
Luxembourg	LUX	2016	116283.7	583355	0.8571169
Luxembourg	LUX	2017	114985.84	596290	0.3354115
Luxembourg	LUX	2018	114164.47	607920	0.49349168
Luxembourg	LUX	2019	114542.5	619981	0.6451894
Luxembourg	LUX	2020	111751.31	630401	0.4758887
Luxembourg	LUX	2021	115683.49	639330	0.6256638
Macao	MAC	1991	47966.59	362393	3.311345
Macao	MAC	1992	52889.17	372377	0.80565137
Macao	MAC	1993	54413	380721	3.1519847
Macao	MAC	1994	55550.133	388787	3.3437977
Macao	MAC	1995	56243.996	396651	2.0169373
Macao	MAC	1996	54947.58	404305	4.2048297
Macao	MAC	1997	53808.523	411708	7.286868
Macao	MAC	1998	50481.477	418782	5.7309875
Macao	MAC	1999	48509.754	425521	8.695284
Macao	MAC	2000	50539.918	431904	2.3153749
Macao	MAC	2001	51144.125	439129	1.8218172
Macao	MAC	2002	54395.484	449675	0.44477555
Macao	MAC	2003	59037.938	462538	1.7296063
Macao	MAC	2004	72717.08	475536	0.84116757
Macao	MAC	2005	76483.91	488628	0.81863374
Macao	MAC	2006	84436.75	501870	1.9925777
Macao	MAC	2007	94134.14	515336	1.1643025
Macao	MAC	2008	94804.92	529048	0.7560886
Macao	MAC	2009	93540.67	543026	0.9207747
Macao	MAC	2010	114042.49	557307	0.35887507
Macao	MAC	2011	135365.39	571014	0.7005217
Macao	MAC	2012	144891.34	582776	0.6863813
Macao	MAC	2013	157602.48	593382	0.16852792
Macao	MAC	2014	151616.4	604163	0.16551715
Macao	MAC	2015	116855.53	615243	0.16253845
Macao	MAC	2016	113941.67	626694	0.1595689
Macao	MAC	2017	122977.51	638612	0.31318069
Macao	MAC	2018	128437.32	650996	0.30722392
Macao	MAC	2019	122822.125	663660	0.30136254
Macao	MAC	2020	55158.71	676287	0.2957342
Macao	MAC	2021	64796.996	686616	0.43693116
Malawi	MWI	2000	1119.1017	11229380	6.233644
Malawi	MWI	2001	1038.5094	11498822	7.826891
Malawi	MWI	2002	1030.5605	11784500	4.8114057
Malawi	MWI	2003	1062.0123	12087968	2.4818072
Malawi	MWI	2004	1090.4081	12411343	3.3114872
Malawi	MWI	2005	1095.6558	12755647	1.5679328
Malawi	MWI	2006	1115.4382	13118309	6.25843
Malawi	MWI	2007	1188.3547	13495463	5.112829
Malawi	MWI	2008	1242.8602	13889420	5.615784
Malawi	MWI	2009	1307.8082	14298937	2.2379293
Malawi	MWI	2010	1357.8717	14718426	3.5329876
Malawi	MWI	2011	1383.5809	15146095	2.2646103
Malawi	MWI	2012	1370.3029	15581250	1.7906137
Malaysia	MYS	1990	10607.77	17517060	1.7868301
Malaysia	MYS	1991	11297.592	18017470	2.1312654
Malaysia	MYS	1992	11963.268	18526708	1.9755263
Malaysia	MYS	1993	12785.834	19050074	1.8897561
Malaysia	MYS	1994	13579.714	19588706	1.7152743
Malaysia	MYS	1995	14508.46	20136886	1.9665402
Malaysia	MYS	1996	15533.755	20689060	2.1605632
Malaysia	MYS	1997	16231.799	21249178	2.5412748
Malaysia	MYS	1998	14650.202	21810542	2.8839264
Malaysia	MYS	1999	15161.407	22368652	2.6286786
Malaysia	MYS	2000	16089.861	22945152	2.4013789
Malaysia	MYS	2001	15762.777	23542522	2.1960268
Malaysia	MYS	2002	16199.733	24142448	2.3402767
Malaysia	MYS	2003	16723.926	24739420	2.2838054
Malaysia	MYS	2004	17439.764	25333250	1.9618487
Malaysia	MYS	2005	17951.393	25923540	2.329929
Malaysia	MYS	2006	18535.055	26509416	2.21808
Malaysia	MYS	2007	19278.424	27092604	2.406561
Malaysia	MYS	2008	19792.268	27664304	2.1580162
Malaysia	MYS	2009	19110.752	28217208	1.9881488
Malaysia	MYS	2010	20171.88	28717728	1.8803715
Malaysia	MYS	2011	20900.322	29184140	1.8160553
Malaysia	MYS	2012	21690.457	29660216	2.0296552
Malaysia	MYS	2013	22350.908	30134806	2.0806503
Malaysia	MYS	2014	23328.344	30606454	1.666315
Malaysia	MYS	2015	24151.26	31068834	1.6028925
Malaysia	MYS	2016	24859.799	31526414	1.446406
Malaysia	MYS	2017	25935.143	31975812	1.1852711
Malaysia	MYS	2018	26835.81	32399270	0.996936
Malaysia	MYS	2019	27674.402	32804024	0.94500613
Malaysia	MYS	2020	25830.973	33199988	0.76204836
Malaysia	MYS	2021	26333.156	33573872	0.72377706
Maldives	MDV	1990		224976	0.44452938
Maldives	MDV	1995	10430.789	258217	0.77456933
Maldives	MDV	1997	11704.314	269054	2.2301517
Maldives	MDV	2001	12477.225	287330	2.4362783
Maldives	MDV	2002	13156.992	292293	2.7370687
Maldives	MDV	2007	16834.744	325135	0.9227192
Maldives	MDV	2008	17788.326	336890	1.4841948
Maldives	MDV	2009	15927.796	349040	1.7190155
Maldives	MDV	2010	16492.531	361579	1.659409
Maldives	MDV	2011	17290.209	374450	0.8011954
Maldives	MDV	2012	17126.34	387552	2.580382
Maldives	MDV	2013	17768.61	400741	0.7486375
Maldives	MDV	2015	18051.07	435590	0.9183116
Maldives	MDV	2016	18406.268	454263	3.962554
Maldives	MDV	2017	18973.568	472449	7.1966505
Maldives	MDV	2019	20574.404	504518	0.59463876
Malta	MLT	1990	16130.712	365396	1.0947162
Malta	MLT	1991	16684.16	368676	0.813737
Malta	MLT	1992	17287.535	371892	1.6134259
Malta	MLT	1993	17882.646	375257	1.8654653
Malta	MLT	1994	18717.336	378568	0.79247046
Malta	MLT	1998	22234.355	392487	1.2739421
Malta	MLT	1999	23146.18	395993	2.5253642
Malta	MLT	2000	27523.588	399212	1.0019752
Malta	MLT	2001	26996.705	402163	1.4919751
Malta	MLT	2002	27483.525	404708	1.4825852
Malta	MLT	2004	28265.037	408805	1.7123351
Malta	MLT	2005	29035.654	410217	0.97511506
Malta	MLT	2006	29656.346	411204	0
Malta	MLT	2007	30964.36	412091	0.9706829
Malta	MLT	2008	31940.43	413407	1.4513736
Malta	MLT	2009	31341.334	415509	0.96269554
Malta	MLT	2010	32916.684	418758	0.9552125
Malta	MLT	2011	32930.297	423577	0.7082638
Malta	MLT	2012	33979.656	429912	2.7913015
Malta	MLT	2013	35339.695	437531	1.5999086
Malta	MLT	2014	37285.24	446449	1.3439626
Malta	MLT	2015	39903.938	456585	0.8760815
Malta	MLT	2016	40319.73	467717	1.06905
Malta	MLT	2017	43516.55	479507	1.6684151
Malta	MLT	2018	44615.605	491590	1.6273856
Malta	MLT	2019	45433.918	503646	0.9927835
Malta	MLT	2020	40740.97	515364	1.3582791
Malta	MLT	2021	44658.72	526751	0.3796882
Marshall Islands	MHL	1991	3356.0693	47079	10.626202
Marshall Islands	MHL	1992	3523.68	48032	4.165365
Marshall Islands	MHL	1994	3810.0562	49859	4.0128813
Martinique	MTQ	2004		410136	4.632621
Martinique	MTQ	2005		400375	4.74561
Martinique	MTQ	2006		395559	5.814674
Martinique	MTQ	2007		395828	5.810722
Martinique	MTQ	2008		395490	4.2986393
Martinique	MTQ	2009		394219	2.7903626
Mauritania	MRT	2018	5367.2163	4270717	1.241011
Mauritania	MRT	2019	5505.6465	4383853	1.0949284
Mauritania	MRT	2020	5314.8496	4498605	1.0225395
Mauritius	MUS	1990	8233.912	1090296	1.8343743
Mauritius	MUS	1991	8506.798	1104267	2.6261942
Mauritius	MUS	1992	8942.383	1118719	2.7710388
Mauritius	MUS	1993	9286.096	1133260	1.8530742
Mauritius	MUS	1994	9535.736	1147165	2.3536365
Mauritius	MUS	1995	9859.453	1160218	2.154787
Mauritius	MUS	1996	10304.453	1172545	2.899683
Mauritius	MUS	1997	10755.006	1184265	2.0265872
Mauritius	MUS	1998	11288.726	1194879	2.5944028
Mauritius	MUS	1999	11437.144	1205416	1.9080597
Mauritius	MUS	2000	12254.295	1215930	2.1382802
Mauritius	MUS	2009	16625.14	1279868	2.9690573
Mauritius	MUS	2010	17311.625	1283347	2.5714352
Mauritius	MUS	2011	17988.684	1286239	2.4878802
Mauritius	MUS	2012	18566.03	1288753	2.1726573
Mauritius	MUS	2013	19147.676	1290698	2.7117248
Mauritius	MUS	2014	19844.488	1292112	1.4704591
Mauritius	MUS	2015	20549.629	1293159	1.6239377
Mauritius	MUS	2016	21328.688	1293909	1.6229864
Mauritius	MUS	2017	22148.625	1294743	2.5487733
Mauritius	MUS	2018	23023.5	1295386	2.8563013
Mauritius	MUS	2019	23681.58	1296284	2.082885
Mauritius	MUS	2020	20224.223	1297830	2.6968145
Mauritius	MUS	2021	20967.947	1298922	2.6175704
Mayotte	MYT	2007		195620	13.8030815
Mayotte	MYT	2008		201002	2.4877417
Mayotte	MYT	2009		206350	5.8157005
Mexico	MEX	1990	15355.628	81720424	17.734856
Mexico	MEX	1991	15689.659	83351600	18.149622
Mexico	MEX	1992	15931.482	84993160	19.523924
Mexico	MEX	1993	15930.484	86648440	18.511583
Mexico	MEX	1994	16402.258	88314416	17.934782
Mexico	MEX	1995	15087.59	89969568	17.352533
Mexico	MEX	1996	15825.094	91586560	15.837478
Mexico	MEX	1997	16618.914	93183088	14.54341
Mexico	MEX	1998	17184.943	94767288	14.410036
Mexico	MEX	1999	17370.812	96334808	12.71503
Mexico	MEX	2000	17942.781	97873448	10.970289
Mexico	MEX	2001	17596.787	99394288	10.347677
Mexico	MEX	2002	17324.354	100917080	9.9963255
Mexico	MEX	2003	17315.455	102429344	9.847764
Mexico	MEX	2004	17731.803	103945816	8.974869
Mexico	MEX	2005	17883.535	105442400	9.408928
Mexico	MEX	2006	18434.887	106886792	9.77857
Mexico	MEX	2007	18610.73	108302976	8.187218
Mexico	MEX	2008	18586.47	109684496	12.769354
Mexico	MEX	2009	17387.662	111049424	17.8326
Mexico	MEX	2010	18036.717	112532400	22.88852
Mexico	MEX	2011	18432.37	114150480	23.839584
Mexico	MEX	2012	18838.783	115755912	22.432549
Mexico	MEX	2013	18844.031	117290680	19.663113
Mexico	MEX	2014	19141.92	118755888	16.849691
Mexico	MEX	2015	19542.89	120149896	17.28008
Mexico	MEX	2016	19830.963	121519224	20.209972
Mexico	MEX	2017	20032.408	122839256	26.114616
Mexico	MEX	2018	20278.217	124013864	29.581371
Mexico	MEX	2019	20064.5	125085312	29.308798
Mexico	MEX	2020	18327.99	125998296	29.185314
Mexico	MEX	2021	19086.105	126705136	28.175653
Micronesia (country)	FSM	2019	3540.7825	111392	0.89783937
Moldova	MDA	1990		4480206	6.4729276
Moldova	MDA	1991		4490929	6.4574633
Moldova	MDA	1992		4494901	11.101465
Moldova	MDA	1993		4493699	8.612078
Moldova	MDA	1994		4482513	8.945886
Moldova	MDA	1995	5694.436	4461238	9.010964
Moldova	MDA	1996	5370.5127	4430199	9.028948
Moldova	MDA	1997	5479.195	4393794	9.42239
Moldova	MDA	1998	5122.8047	4353535	8.613691
Moldova	MDA	1999	4958.034	4303942	9.084704
Moldova	MDA	2000	5072.8413	4251571	10.184465
Moldova	MDA	2001	5394.3345	4200500	9.784547
Moldova	MDA	2002	5828.5747	4147644	9.668144
Moldova	MDA	2003	6230.782	4093984	7.791925
Moldova	MDA	2004	6708.4395	4046998	6.844584
Moldova	MDA	2005	7229.1406	4001380	7.3974442
Moldova	MDA	2006	7597.2246	3942748	6.6451116
Moldova	MDA	2007	7843.2944	3876847	5.5973377
Moldova	MDA	2008	8471.181	3812420	6.1902905
Moldova	MDA	2009	7972.9707	3749496	6.560888
Moldova	MDA	2010	8547.581	3678186	7.2046385
Moldova	MDA	2011	9050.126	3595135	6.0081334
Moldova	MDA	2012	8997.934	3507197	6.529443
Moldova	MDA	2013	9814.323	3416532	6.7027063
Moldova	MDA	2014	10311.288	3338338	4.822761
Moldova	MDA	2015	10355.539	3277390	5.7667875
Moldova	MDA	2016	10938.585	3225125	6.201314
Moldova	MDA	2017	11651.187	3180515	4.4332566
Moldova	MDA	2018	12367.764	3141839	5.283533
Moldova	MDA	2019	13030.183	3109496	3.8913121
Moldova	MDA	2020	12201.778	3084848	3.0147362
Monaco	MCO	2001		32466	3.0822816
Monaco	MCO	2007		31841	0
Monaco	MCO	2008		31889	0
Mongolia	MNG	2003	4972.258	2516461	13.630294
Mongolia	MNG	2004	5453.993	2537955	13.1208315
Mongolia	MNG	2005	5800.909	2559258	15.551401
Mongolia	MNG	2006	6243.609	2581245	13.01699
Mongolia	MNG	2007	6818.9937	2605647	11.321582
Mongolia	MNG	2008	7346.279	2633896	8.048939
Mongolia	MNG	2009	7163.802	2666718	8.212358
Mongolia	MNG	2010	7518.831	2702527	8.843597
Mongolia	MNG	2011	8685.78	2743946	9.694098
Mongolia	MNG	2012	9586.715	2792354	7.1266165
Mongolia	MNG	2013	10504.814	2845160	7.3106775
Mongolia	MNG	2014	11107.989	2902826	7.337686
Mongolia	MNG	2015	11134.802	2964756	7.21815
Mongolia	MNG	2016	11058.95	3029559	6.0735
Mongolia	MNG	2017	11431.498	3096033	6.169192
Mongolia	MNG	2018	12052.294	3163994	6.194708
Mongolia	MNG	2019	12458.019	3232435	6.341979
Mongolia	MNG	2020	11666.779	3294340	6.2228036
Mongolia	MNG	2021	11668.431	3347782	6.153327
Montenegro	MNE	2002	12694.567	632745	4.2671757
Montenegro	MNE	2007	16251.253	631931	1.898967
Montenegro	MNE	2008	17394.143	631475	3.8006766
Montenegro	MNE	2009	16351.02	631187	3.327091
Montenegro	MNE	2010	16767.357	631048	2.3770134
Montenegro	MNE	2011	17290.512	631801	3.3238997
Montenegro	MNE	2012	16805.408	633053	2.6854098
Montenegro	MNE	2013	17384.854	633951	1.5774226
Montenegro	MNE	2014	17677.787	634301	3.1531096
Montenegro	MNE	2015	18266.879	633969	2.6815298
Montenegro	MNE	2016	18801.268	633264	4.4215403
Montenegro	MNE	2017	19685.809	632445	2.371774
Montenegro	MNE	2018	20690.285	631459	2.2171035
Montenegro	MNE	2019	21537.809	630403	3.6485002
Montenegro	MNE	2020	18262.236	629058	2.861469
Montenegro	MNE	2021	20602.5	627856	2.3890734
Montserrat	MSR	1990		10828	0
Montserrat	MSR	1991		10593	0
Montserrat	MSR	1992		10131	19.786308
Montserrat	MSR	1993		9571	0
Montserrat	MSR	1994		8982	11.16196
Montserrat	MSR	1995		8365	0
Montserrat	MSR	1996		7737	12.960923
Montserrat	MSR	1997		7092	0
Montserrat	MSR	1998		6435	15.603058
Montserrat	MSR	1999		5790	0
Montserrat	MSR	2000		5166	0
Montserrat	MSR	2001		4727	0
Montserrat	MSR	2002		4627	0
Montserrat	MSR	2003		4652	0
Montserrat	MSR	2004		4682	0
Montserrat	MSR	2005		4717	21.308332
Montserrat	MSR	2006		4756	21.134947
Montserrat	MSR	2008		4836	20.774904
Montserrat	MSR	2012		4999	20.100502
Montserrat	MSR	2017		4723	0
Montserrat	MSR	2018		4381	0
Morocco	MAR	1990	3595.3337	24570816	0.36221838
Morocco	MAR	1991	3789.995	24988088	0.49623656
Morocco	MAR	1992	3649.8718	25400676	0.5196712
Morocco	MAR	1993	3565.5137	25806782	0.57349277
Morocco	MAR	1994	3883.2766	26201554	0.7022485
Morocco	MAR	1997	3882.9592	27397118	2.671814
Morocco	MAR	1998	4103.551	27791828	2.0005884
Morocco	MAR	1999	4089.8835	28176992	1.9164569
Morocco	MAR	2000	4111.6504	28554420	1.6144613
Morocco	MAR	2001	4353.847	28930100	1.8769381
Morocco	MAR	2002	4431.3037	29301820	1.576694
Morocco	MAR	2003	4636.992	29661272	1.7194139
Morocco	MAR	2004	4797.6753	30033124	1.5649388
Morocco	MAR	2005	4889.11	30431898	1.5411459
Morocco	MAR	2006	5189.355	30833024	1.6151514
Morocco	MAR	2007	5302.171	31232634	1.6553199
Morocco	MAR	2008	5543.0884	31634996	1.3466102
Morocco	MAR	2009	5703.029	32042880	1.3481935
Morocco	MAR	2010	5841.8784	32464866	1.3891941
Morocco	MAR	2011	6064.432	32903708	1.3402748
Morocco	MAR	2012	6160.9985	33352166	1.1483511
Morocco	MAR	2013	6352.433	33803528	1.2690983
Morocco	MAR	2014	7462.153	34248608	1.0365386
Morocco	MAR	2015	7687.691	34680456	1.2427748
Morocco	MAR	2016	7632.1855	35107272	1.6919576
Morocco	MAR	2017	7921.619	35528116	2.1419656
Morocco	MAR	2018	8072.0864	35927516	1.419525
Morocco	MAR	2019	8217.599	36304408	1.7270631
Morocco	MAR	2020	7545.995	36688768	1.2483383
Morocco	MAR	2021	8058.397	37076588	1.9311379
Mozambique	MOZ	2001	687.1935	18220724	6.037084
Mozambique	MOZ	2002	731.9895	18694948	5.5630007
Mozambique	MOZ	2003	762.2862	19186758	5.4412537
Mozambique	MOZ	2004	801.4271	19694412	5.7376685
Mozambique	MOZ	2005	832.83887	20211124	5.3881245
Mozambique	MOZ	2006	890.45294	20735990	4.311346
Mozambique	MOZ	2007	934.7363	21280520	3.9895654
Mozambique	MOZ	2008	977.19086	21845572	4.554699
Mozambique	MOZ	2009	1011.5613	22436660	3.668104
Mozambique	MOZ	2010	1047.5914	23073732	3.7921925
Mozambique	MOZ	2011	1092.7732	23760424	3.573169
Myanmar	MMR	1990	581.6133	40099556	5.102301
Myanmar	MMR	1995	708.5049	42880188	3.7616441
Myanmar	MMR	2000	973.3955	45538340	2.2859862
Myanmar	MMR	2001	1083.4194	46014828	1.9906627
Myanmar	MMR	2002	1198.0947	46480236	1.7512822
Myanmar	MMR	2003	1340.8727	46924296	1.6281545
Myanmar	MMR	2004	1511.1715	47338444	1.5695487
Myanmar	MMR	2005	1702.3097	47724472	1.4164641
Myanmar	MMR	2006	1914.2416	48088276	1.6157784
Myanmar	MMR	2007	2137.645	48445652	1.5460626
Myanmar	MMR	2008	2360.5432	48729480	1.6232471
Myanmar	MMR	2009	2591.0464	49015836	1.793298
Myanmar	MMR	2010	2830.284	49390988	1.6217533
Myanmar	MMR	2011	3018.4617	49794528	2.118707
Myanmar	MMR	2012	3187.115	50218196	2.8595219
Myanmar	MMR	2013	3409.649	50648336	2.4443054
Myanmar	MMR	2014	3658.5935	51072436	2.408344
Myanmar	MMR	2015	3748.2942	51483956	2.5289435
Myanmar	MMR	2016	4109.5576	51892352	2.5803418
Myanmar	MMR	2017	4312.9473	52288344	2.6621614
Myanmar	MMR	2018	4556.2812	52666016	2.7569962
Myanmar	MMR	2019	4829.5366	53040212	2.863865
Myanmar	MMR	2020	4947.0938	53423200	2.94067
Myanmar	MMR	2021	4032.6257	53798088	28.437815
Namibia	NAM	1995	6401.023	1605382	23.234512
Namibia	NAM	1996	6426.38	1650077	21.393078
Namibia	NAM	1997	6526.798	1693248	19.312065
Namibia	NAM	1998	6575.763	1735959	23.445335
Namibia	NAM	1999	6635.539	1778280	21.31276
Namibia	NAM	2000	6713.0024	1819148	20.88898
Namibia	NAM	2001	6655.7505	1856406	19.015272
Namibia	NAM	2002	6855.839	1888531	18.321177
Namibia	NAM	2004	7812.8613	1939405	18.14989
Namibia	NAM	2008	8826.273	2038556	17.36527
Namibia	NAM	2009	8726.682	2067928	18.76282
Namibia	NAM	2010	9115.507	2099275	14.957577
Namibia	NAM	2011	9431.044	2132343	14.444222
Namibia	NAM	2012	9747.819	2167474	17.901054
Namibia	NAM	2018	10266.171	2405682	19.7865
Namibia	NAM	2019	10009.578	2446648	13.038265
Namibia	NAM	2020	9048.184	2489099	12.173084
Namibia	NAM	2021	9137.797	2530150	12.449852
Nepal	NPL	1990	1554.602	19616528	1.8046005
Nepal	NPL	1997	1868.7838	23249422	2.4731803
Nepal	NPL	1998	1888.2875	23703330	2.742231
Nepal	NPL	1999	1935.6918	24143162	2.609435
Nepal	NPL	2000	2020.8555	24559504	2.5855575
Nepal	NPL	2001	2084.2	24956070	3.3979707
Nepal	NPL	2002	2055.7227	25332178	3.3869965
Nepal	NPL	2003	2107.6409	25682912	2.9474854
Nepal	NPL	2004	2179.093	26003970	3.599451
Nepal	NPL	2005	2230.789	26285112	3.3402941
Nepal	NPL	2006	2285.5122	26518974	2.30024
Nepal	NPL	2007	2346.2593	26713652	3.1482027
Nepal	NPL	2008	2473.9417	26881542	3.3182619
Nepal	NPL	2009	2572.175	27026952	2.9822094
Nepal	NPL	2010	2682.6987	27161572	2.9932
Nepal	NPL	2011	2763.8289	27266398	2.4902444
Nepal	NPL	2012	2886.0974	27330696	2.3490074
Nepal	NPL	2013	2982.287	27381558	2.2131686
Nepal	NPL	2014	3152.2932	27462110	2.0318909
Nepal	NPL	2015	3260.035	27610328	2.020983
Nepal	NPL	2016	3244.6743	27861186	2.1463552
Nepal	NPL	2017	3495.5288	28183424	2.18923
Nepal	NPL	2018	3719.3079	28506718	2.2100058
Nepal	NPL	2019	3922.0813	28832500	2.2856154
Netherlands	NLD	1990	36461.418	14944550	0.90333945
Netherlands	NLD	1991	37057.582	15046578	1.1763468
Netherlands	NLD	1992	37405.93	15150688	1.2738698
Netherlands	NLD	1993	37613.254	15251088	1.2589267
Netherlands	NLD	1994	38494.22	15349481	1.1140443
Netherlands	NLD	1995	39498.137	15446670	1.2494603
Netherlands	NLD	1996	40691.89	15538617	1.3579073
Netherlands	NLD	1997	42235.49	15629912	1.3307823
Netherlands	NLD	1998	43933.566	15722601	1.1194081
Netherlands	NLD	1999	45839.133	15812491	1.2837956
Netherlands	NLD	2000	47422.203	15899138	1.1321371
Netherlands	NLD	2001	48160.785	15981630	1.2639507
Netherlands	NLD	2002	47958.332	16057042	1.2144206
Netherlands	NLD	2003	47806.883	16127574	1.2525128
Netherlands	NLD	2004	48586.703	16196036	1.1793009
Netherlands	NLD	2005	49467.434	16261834	1.0699902
Netherlands	NLD	2006	51097.363	16325679	0.784041
Netherlands	NLD	2007	52909.97	16391232	0.8724176
Netherlands	NLD	2008	53848.254	16460775	0.9112575
Netherlands	NLD	2009	51607.605	16536200	0.93128973
Netherlands	NLD	2010	52032.99	16617121	0.8665763
Netherlands	NLD	2011	52594.23	16701470	0.85621196
Netherlands	NLD	2012	51860.055	16785296	0.86385113
Netherlands	NLD	2013	51640.08	16867352	0.7410766
Netherlands	NLD	2014	52186.996	16954080	0.725489
Netherlands	NLD	2015	52974.117	17041110	0.610289
Netherlands	NLD	2016	53847.83	17124512	0.548921
Netherlands	NLD	2017	55088.633	17207204	0.76712084
Netherlands	NLD	2018	56060.914	17286042	0.5785014
Netherlands	NLD	2019	56784.04	17363260	0.62776226
Netherlands	NLD	2020	54275.004	17434562	0.61372364
Netherlands	NLD	2021	56617.35	17501696	0.65136546
New Caledonia	NCL	2006		245647	3.2568715
New Caledonia	NCL	2007		249378	4.8121843
New Caledonia	NCL	2008		253090	4.346512
New Caledonia	NCL	2009		256988	3.113125
New Zealand	NZL	1990	28031.998	3397388	1.8646106
New Zealand	NZL	1991	26415.002	3481606	1.539586
New Zealand	NZL	1992	26427.354	3532568	1.8852232
New Zealand	NZL	1993	27797.71	3573739	1.1590061
New Zealand	NZL	1994	28834.729	3620893	1.5700786
New Zealand	NZL	1995	29757.475	3673899	1.0615443
New Zealand	NZL	1996	30349.207	3728460	1.2873957
New Zealand	NZL	1997	30567.518	3775853	1.5890453
New Zealand	NZL	1998	30539.102	3810047	1.2860744
New Zealand	NZL	1999	32035.045	3833496	1.173864
New Zealand	NZL	2000	32772.582	3855266	1.3488045
New Zealand	NZL	2001	33708.703	3889587	1.3111961
New Zealand	NZL	2002	34676.797	3948582	1.5195322
New Zealand	NZL	2003	35546.098	4019944	1.0945435
New Zealand	NZL	2004	36432.492	4081415	1.1025605
New Zealand	NZL	2005	37219.805	4132782	1.4760036
New Zealand	NZL	2006	37828.188	4179986	1.1722549
New Zealand	NZL	2007	38611.98	4221495	1.1370382
New Zealand	NZL	2008	37860.113	4260235	1.1971161
New Zealand	NZL	2009	37432.832	4302884	1.5570943
